select state, p_date, sum(newcomer) as newcomer, sum(freshout) as freshout from payments group by state, p_date order by state, p_date;
+-------+------------+----------+----------+
| state | p_date     | newcomer | freshout |
| RR    | 2016-12-01 |     1818 |    -1971 |
| RR    | 2017-01-01 |      964 |     -248 |
| RR    | 2017-02-01 |      330 |   -48235 |
| RS    | 2011-01-01 |   453018 |   -13403 |
| RS    | 2011-02-01 |    12116 |    -1317 |
| RS    | 2011-03-01 |     2458 |    -1640 |
| RS    | 2011-04-01 |     4320 |    -6148 |
| RS    | 2011-05-01 |     1494 |    -1728 |
| RS    | 2011-06-01 |     2122 |    -2195 |
| RS    | 2011-07-01 |     3082 |   -13424 |
| RS    | 2011-08-01 |    13442 |    -2401 |
| RS    | 2011-09-01 |     5805 |    -3369 |
| RS    | 2011-10-01 |     7002 |    -2714 |
| RS    | 2011-11-01 |     6385 |    -2017 |
| RS    | 2011-12-01 |     4027 |    -6062 |
| RS    | 2012-01-01 |     5354 |    -2455 |
| RS    | 2012-02-01 |     6024 |    -4116 |
| RS    | 2012-03-01 |     2706 |    -2566 |
| RS    | 2012-04-01 |     4933 |   -10639 |
| RS    | 2012-05-01 |    10685 |    -3165 |
| RS    | 2012-06-01 |     1260 |    -2569 |
| RS    | 2012-07-01 |    11179 |    -3521 |
| RS    | 2012-08-01 |     5794 |    -4558 |
| RS    | 2012-09-01 |     1078 |    -1296 |
| RS    | 2012-10-01 |     1539 |    -1209 |
| RS    | 2012-11-01 |     2896 |     -760 |
| RS    | 2012-12-01 |     2411 |    -4604 |
| RS    | 2013-01-01 |     2568 |    -9152 |
| RS    | 2013-02-01 |     1637 |    -3375 |
| RS    | 2013-03-01 |    11081 |   -20293 |
| RS    | 2013-04-01 |    11406 |   -17099 |
| RS    | 2013-05-01 |    23368 |   -10186 |
| RS    | 2013-06-01 |     2387 |    -1480 |
| RS    | 2013-07-01 |     9303 |    -5730 |
| RS    | 2013-08-01 |     5065 |    -2838 |
| RS    | 2013-09-01 |     4886 |    -1895 |
| RS    | 2013-10-01 |      805 |    -5741 |
| RS    | 2013-11-01 |     5264 |    -2604 |
| RS    | 2013-12-01 |    11541 |    -5453 |
| RS    | 2014-01-01 |     4130 |    -2928 |
| RS    | 2014-02-01 |     4827 |   -12804 |
| RS    | 2014-03-01 |    11892 |    -2943 |
| RS    | 2014-04-01 |     6492 |    -9535 |
| RS    | 2014-05-01 |     5472 |    -2387 |
| RS    | 2014-06-01 |     4797 |   -11548 |
| RS    | 2014-07-01 |    13708 |    -9675 |
| RS    | 2014-08-01 |      992 |    -1998 |
| RS    | 2014-09-01 |     1028 |    -1770 |
| RS    | 2014-10-01 |      753 |    -1386 |
| RS    | 2014-11-01 |     4188 |    -3589 |
| RS    | 2014-12-01 |     1398 |    -2262 |
| RS    | 2015-01-01 |      435 |    -1918 |
| RS    | 2015-02-01 |      449 |    -1981 |
| RS    | 2015-03-01 |      378 |   -15015 |
| RS    | 2015-04-01 |     4687 |    -1911 |
| RS    | 2015-05-01 |      369 |    -3916 |
| RS    | 2015-06-01 |     3234 |    -2928 |
| RS    | 2015-07-01 |     3651 |    -3486 |
| RS    | 2015-08-01 |     1891 |    -8981 |
| RS    | 2015-09-01 |    11247 |   -17223 |
| RS    | 2015-10-01 |    19049 |   -10018 |
| RS    | 2015-11-01 |     7714 |    -4458 |
| RS    | 2015-12-01 |     6153 |   -20097 |
| RS    | 2016-01-01 |     9628 |    -1989 |
| RS    | 2016-02-01 |      859 |   -16731 |
| RS    | 2016-03-01 |     5324 |    -3821 |
| RS    | 2016-04-01 |     2922 |    -4788 |
| RS    | 2016-05-01 |      358 |    -2865 |
| RS    | 2016-06-01 |     2345 |    -7773 |
| RS    | 2016-07-01 |     7289 |    -3915 |
| RS    | 2016-08-01 |     1257 |   -25016 |
| RS    | 2016-09-01 |    14459 |    -4691 |
| RS    | 2016-10-01 |     3002 |   -23378 |
| RS    | 2016-11-01 |     2576 |   -10283 |
| RS    | 2016-12-01 |     4813 |   -20104 |
| RS    | 2017-01-01 |     3973 |    -3612 |
| RS    | 2017-02-01 |     3057 |  -369830 |
| SC    | 2011-01-01 |   142704 |    -4329 |
| SC    | 2011-02-01 |     5596 |     -554 |
| SC    | 2011-03-01 |      521 |     -830 |
| SC    | 2011-04-01 |      899 |    -2169 |
| SC    | 2011-05-01 |      475 |    -1170 |
| SC    | 2011-06-01 |      499 |    -1042 |
| SC    | 2011-07-01 |     2152 |    -6027 |
| SC    | 2011-08-01 |     4943 |    -1236 |
| SC    | 2011-09-01 |     4517 |    -2038 |
| SC    | 2011-10-01 |     2697 |    -1278 |
| SC    | 2011-11-01 |     2124 |    -1058 |
| SC    | 2011-12-01 |     1618 |    -2752 |
| SC    | 2012-01-01 |     2105 |    -1206 |
| SC    | 2012-02-01 |     2371 |    -1849 |
| SC    | 2012-03-01 |     1276 |    -1548 |
| SC    | 2012-04-01 |     1943 |    -4692 |
| SC    | 2012-05-01 |     4140 |    -1360 |
| SC    | 2012-06-01 |      551 |     -934 |
| SC    | 2012-07-01 |     4753 |    -1086 |
| SC    | 2012-08-01 |     2733 |    -2130 |
| SC    | 2012-09-01 |      466 |     -637 |
| SC    | 2012-10-01 |      938 |     -507 |
| SC    | 2012-11-01 |     1305 |     -413 |
| SC    | 2012-12-01 |     1083 |    -2204 |
| SC    | 2013-01-01 |     1138 |    -4776 |
| SC    | 2013-02-01 |     2119 |    -1572 |
| SC    | 2013-03-01 |     5766 |    -6980 |
| SC    | 2013-04-01 |     4022 |    -6186 |
| SC    | 2013-05-01 |     7697 |    -3410 |
| SC    | 2013-06-01 |     1050 |     -712 |
| SC    | 2013-07-01 |     1913 |    -2377 |
| SC    | 2013-08-01 |     1047 |    -1288 |
| SC    | 2013-09-01 |     1668 |     -956 |
| SC    | 2013-10-01 |      372 |    -2633 |
| SC    | 2013-11-01 |     4099 |    -1315 |
| SC    | 2013-12-01 |     4899 |    -2097 |
| SC    | 2014-01-01 |     1360 |     -886 |
| SC    | 2014-02-01 |      999 |    -4442 |
| SC    | 2014-03-01 |     2238 |    -1382 |
| SC    | 2014-04-01 |     2262 |    -3518 |
| SC    | 2014-05-01 |     1846 |    -1105 |
| SC    | 2014-06-01 |     1823 |    -3293 |
| SC    | 2014-07-01 |     3045 |    -2632 |
| SC    | 2014-08-01 |      577 |     -945 |
| SC    | 2014-09-01 |      540 |     -863 |
| SC    | 2014-10-01 |      299 |     -601 |
| SC    | 2014-11-01 |     3730 |    -1742 |
| SC    | 2014-12-01 |     1129 |    -1028 |
| SC    | 2015-01-01 |      224 |     -968 |
| SC    | 2015-02-01 |      180 |    -1637 |
| SC    | 2015-03-01 |      224 |    -5735 |
| SC    | 2015-04-01 |     3917 |     -862 |
| SC    | 2015-05-01 |      234 |    -1729 |
| SC    | 2015-06-01 |     2007 |    -1544 |
| SC    | 2015-07-01 |     1487 |    -1698 |
| SC    | 2015-08-01 |     1044 |    -2741 |
| SC    | 2015-09-01 |     4435 |    -6799 |
| SC    | 2015-10-01 |     4124 |    -6153 |
| SC    | 2015-11-01 |     2289 |    -2020 |
| SC    | 2015-12-01 |     2920 |    -7010 |
| SC    | 2016-01-01 |     2715 |     -632 |
| SC    | 2016-02-01 |      382 |    -4387 |
| SC    | 2016-03-01 |     1592 |    -1363 |
| SC    | 2016-04-01 |     1721 |    -1230 |
| SC    | 2016-05-01 |      121 |    -1508 |
| SC    | 2016-06-01 |     2329 |    -2574 |
| SC    | 2016-07-01 |     3461 |    -1590 |
| SC    | 2016-08-01 |      993 |    -8496 |
| SC    | 2016-09-01 |     5058 |    -1768 |
| SC    | 2016-10-01 |     1923 |    -8780 |
| SC    | 2016-11-01 |     1710 |    -4212 |
| SC    | 2016-12-01 |     2288 |    -8092 |
| SC    | 2017-01-01 |     2073 |    -1503 |
| SC    | 2017-02-01 |      868 |  -118896 |
| SE    | 2011-01-01 |   231192 |    -2085 |
| SE    | 2011-02-01 |    12504 |     -519 |
| SE    | 2011-03-01 |     1131 |     -368 |
| SE    | 2011-04-01 |      835 |     -531 |
| SE    | 2011-05-01 |      346 |     -402 |
| SE    | 2011-06-01 |      440 |     -397 |
| SE    | 2011-07-01 |      606 |    -3355 |
| SE    | 2011-08-01 |     2518 |     -677 |
| SE    | 2011-09-01 |     8923 |    -1425 |
| SE    | 2011-10-01 |     2080 |     -866 |
| SE    | 2011-11-01 |     6184 |     -625 |
| SE    | 2011-12-01 |     2026 |    -2175 |
| SE    | 2012-01-01 |     3727 |     -882 |
| SE    | 2012-02-01 |     3449 |     -926 |
| SE    | 2012-03-01 |      740 |    -1153 |
| SE    | 2012-04-01 |     2789 |    -2864 |
| SE    | 2012-05-01 |     9205 |    -1439 |
| SE    | 2012-06-01 |      520 |     -807 |
| SE    | 2012-07-01 |      983 |     -821 |
| SE    | 2012-08-01 |     3992 |    -1241 |
| SE    | 2012-09-01 |      467 |     -544 |
| SE    | 2012-10-01 |      699 |     -257 |
| SE    | 2012-11-01 |      743 |     -210 |
| SE    | 2012-12-01 |      646 |    -1333 |
| SE    | 2013-01-01 |      769 |    -1941 |
| SE    | 2013-02-01 |      201 |     -900 |
| SE    | 2013-03-01 |      690 |    -8676 |
| SE    | 2013-04-01 |     7180 |    -8799 |
| SE    | 2013-05-01 |     8882 |    -2592 |
| SE    | 2013-06-01 |     1064 |     -427 |
| SE    | 2013-07-01 |     5349 |    -1571 |
| SE    | 2013-08-01 |     6282 |     -924 |
| SE    | 2013-09-01 |     4119 |     -569 |
| SE    | 2013-10-01 |      541 |    -1409 |
| SE    | 2013-11-01 |      348 |     -664 |
| SE    | 2013-12-01 |     1573 |    -1346 |
| SE    | 2014-01-01 |     1662 |    -1140 |
| SE    | 2014-02-01 |     1773 |    -2516 |
| SE    | 2014-03-01 |     7390 |     -965 |
| SE    | 2014-04-01 |     2744 |    -2447 |
| SE    | 2014-05-01 |     1640 |     -717 |
| SE    | 2014-06-01 |     2670 |    -3042 |
| SE    | 2014-07-01 |    10518 |    -3571 |
| SE    | 2014-08-01 |      390 |     -507 |
| SE    | 2014-09-01 |      517 |     -586 |
| SE    | 2014-10-01 |      434 |     -438 |
| SE    | 2014-11-01 |      469 |     -818 |
| SE    | 2014-12-01 |      383 |     -641 |
| SE    | 2015-01-01 |      229 |     -463 |
| SE    | 2015-02-01 |      250 |     -737 |
| SE    | 2015-03-01 |      261 |    -4870 |
| SE    | 2015-04-01 |      365 |     -365 |
| SE    | 2015-05-01 |      239 |    -1344 |
| SE    | 2015-06-01 |      341 |     -972 |
| SE    | 2015-07-01 |      228 |    -1134 |
| SE    | 2015-08-01 |      389 |    -4561 |
| SE    | 2015-09-01 |     1035 |    -6679 |
| SE    | 2015-10-01 |     8376 |    -6308 |
| SE    | 2015-11-01 |     6255 |    -1947 |
| SE    | 2015-12-01 |     2821 |    -6323 |
| SE    | 2016-01-01 |    11163 |     -429 |
| SE    | 2016-02-01 |      170 |    -4450 |
| SE    | 2016-03-01 |     4125 |    -1062 |
| SE    | 2016-04-01 |     1253 |    -1127 |
| SE    | 2016-05-01 |      248 |    -1582 |
| SE    | 2016-06-01 |      897 |    -2333 |
| SE    | 2016-07-01 |     1345 |    -1352 |
| SE    | 2016-08-01 |      279 |    -7693 |
| SE    | 2016-09-01 |     8268 |    -1757 |
| SE    | 2016-10-01 |      608 |    -8517 |
| SE    | 2016-11-01 |      619 |    -3595 |
| SE    | 2016-12-01 |     3136 |    -7559 |
| SE    | 2017-01-01 |     8109 |    -1018 |
| SE    | 2017-02-01 |     1320 |  -272393 |
| SP    | 2011-01-01 |  1185914 |   -32604 |
| SP    | 2011-02-01 |    53924 |    -6555 |
| SP    | 2011-03-01 |    11368 |    -4593 |
| SP    | 2011-04-01 |    12125 |   -10372 |
| SP    | 2011-05-01 |    10013 |    -5079 |
| SP    | 2011-06-01 |     6693 |    -6603 |
| SP    | 2011-07-01 |     7018 |   -36601 |
| SP    | 2011-08-01 |    35598 |    -7513 |
| SP    | 2011-09-01 |    26526 |   -10570 |
| SP    | 2011-10-01 |    20588 |    -8941 |
| SP    | 2011-11-01 |    16892 |    -6032 |
| SP    | 2011-12-01 |     9769 |   -17381 |
| SP    | 2012-01-01 |    15026 |    -6258 |
| SP    | 2012-02-01 |    15224 |   -13710 |
| SP    | 2012-03-01 |    10964 |    -7998 |
| SP    | 2012-04-01 |    15532 |   -45757 |
| SP    | 2012-05-01 |    35352 |    -8545 |
| SP    | 2012-06-01 |     3285 |    -8083 |
| SP    | 2012-07-01 |    49352 |    -6936 |
| SP    | 2012-08-01 |    25656 |   -18411 |
| SP    | 2012-09-01 |     3254 |    -4317 |
| SP    | 2012-10-01 |     5348 |    -5259 |
| SP    | 2012-11-01 |     9660 |    -2357 |
| SP    | 2012-12-01 |     8258 |   -12932 |
| SP    | 2013-01-01 |     8330 |   -29488 |
| SP    | 2013-02-01 |    60985 |   -12657 |
| SP    | 2013-03-01 |    52271 |   -51441 |
| SP    | 2013-04-01 |    27575 |   -71581 |
| SP    | 2013-05-01 |    92774 |   -28681 |
| SP    | 2013-06-01 |     8247 |    -4419 |
| SP    | 2013-07-01 |    21242 |   -16942 |
| SP    | 2013-08-01 |    12766 |    -7936 |
| SP    | 2013-09-01 |    15362 |    -6519 |
| SP    | 2013-10-01 |     2337 |   -21126 |
| SP    | 2013-11-01 |    82177 |    -7705 |
| SP    | 2013-12-01 |    40146 |   -14218 |
| SP    | 2014-01-01 |    18134 |    -6828 |
| SP    | 2014-02-01 |    16540 |   -36471 |
| SP    | 2014-03-01 |    33985 |    -8065 |
| SP    | 2014-04-01 |    31880 |   -34689 |
| SP    | 2014-05-01 |    21526 |    -7712 |
| SP    | 2014-06-01 |    20526 |   -51479 |
| SP    | 2014-07-01 |    35596 |   -36033 |
| SP    | 2014-08-01 |     3254 |    -5383 |
| SP    | 2014-09-01 |     3631 |    -5278 |
| SP    | 2014-10-01 |     2792 |    -3619 |
| SP    | 2014-11-01 |    40704 |    -9815 |
| SP    | 2014-12-01 |    31593 |    -5893 |
| SP    | 2015-01-01 |     1460 |    -4500 |
| SP    | 2015-02-01 |     1477 |    -5203 |
| SP    | 2015-03-01 |     1759 |   -37733 |
| SP    | 2015-04-01 |    67221 |    -4775 |
| SP    | 2015-05-01 |     1276 |    -9976 |
| SP    | 2015-06-01 |    13696 |    -7745 |
| SP    | 2015-07-01 |    34535 |   -10370 |
| SP    | 2015-08-01 |     5723 |   -29607 |
| SP    | 2015-09-01 |    60443 |   -52265 |
| SP    | 2015-10-01 |    46356 |   -45350 |
| SP    | 2015-11-01 |    26225 |   -13415 |
| SP    | 2015-12-01 |    26900 |   -55934 |
| SP    | 2016-01-01 |    38474 |    -4114 |
| SP    | 2016-02-01 |     3817 |   -44792 |
| SP    | 2016-03-01 |    30421 |    -9123 |
| SP    | 2016-04-01 |    21958 |   -10011 |
| SP    | 2016-05-01 |     1094 |    -8193 |
| SP    | 2016-06-01 |    13674 |   -25950 |
| SP    | 2016-07-01 |    52962 |   -12128 |
| SP    | 2016-08-01 |     3698 |   -85862 |
| SP    | 2016-09-01 |    72185 |   -17535 |
| SP    | 2016-10-01 |    22002 |   -87863 |
| SP    | 2016-11-01 |    21630 |   -28016 |
| SP    | 2016-12-01 |    32505 |   -67386 |
| SP    | 2017-01-01 |    38258 |   -13128 |
| SP    | 2017-02-01 |    18523 | -1481238 |
| TO    | 2011-01-01 |   128730 |    -1757 |
| TO    | 2011-02-01 |     4100 |     -402 |
| TO    | 2011-03-01 |      437 |     -344 |
| TO    | 2011-04-01 |     1331 |    -1751 |
| TO    | 2011-05-01 |      234 |     -411 |
| TO    | 2011-06-01 |      285 |     -482 |
| TO    | 2011-07-01 |      545 |    -3085 |
| TO    | 2011-08-01 |     2824 |     -439 |
| TO    | 2011-09-01 |     3355 |    -1000 |
| TO    | 2011-10-01 |     1059 |     -645 |
| TO    | 2011-11-01 |     2135 |     -436 |
| TO    | 2011-12-01 |      996 |    -1715 |
| TO    | 2012-01-01 |     1748 |     -594 |
| TO    | 2012-02-01 |     1936 |     -793 |
| TO    | 2012-03-01 |     1091 |     -743 |
| TO    | 2012-04-01 |     1783 |    -1885 |
| TO    | 2012-05-01 |     3683 |     -884 |
| TO    | 2012-06-01 |      462 |     -648 |
| TO    | 2012-07-01 |     2030 |     -572 |
| TO    | 2012-08-01 |     2225 |     -952 |
| TO    | 2012-09-01 |      273 |     -371 |
| TO    | 2012-10-01 |      467 |     -191 |
| TO    | 2012-11-01 |      561 |     -199 |
| TO    | 2012-12-01 |      671 |    -1157 |
| TO    | 2013-01-01 |      656 |    -2058 |
| TO    | 2013-02-01 |      200 |     -892 |
| TO    | 2013-03-01 |     2620 |    -4378 |
| TO    | 2013-04-01 |     3593 |    -6370 |
| TO    | 2013-05-01 |     6645 |    -1722 |
| TO    | 2013-06-01 |      839 |     -442 |
| TO    | 2013-07-01 |     2049 |    -1448 |
| TO    | 2013-08-01 |     2092 |     -735 |
| TO    | 2013-09-01 |     1313 |     -558 |
| TO    | 2013-10-01 |      316 |    -1271 |
| TO    | 2013-11-01 |      862 |     -665 |
| TO    | 2013-12-01 |     4672 |    -1236 |
| TO    | 2014-01-01 |      842 |    -1029 |
| TO    | 2014-02-01 |     1565 |    -1970 |
| TO    | 2014-03-01 |     3155 |     -923 |
| TO    | 2014-04-01 |     1722 |    -1778 |
| TO    | 2014-05-01 |     1190 |     -637 |
| TO    | 2014-06-01 |     1749 |    -1937 |
| TO    | 2014-07-01 |     3303 |    -2012 |
| TO    | 2014-08-01 |      279 |     -477 |
| TO    | 2014-09-01 |      296 |     -450 |
| TO    | 2014-10-01 |      203 |     -340 |
| TO    | 2014-11-01 |      344 |     -586 |
| TO    | 2014-12-01 |      243 |     -559 |
| TO    | 2015-01-01 |       96 |     -377 |
| TO    | 2015-02-01 |      167 |     -508 |
| TO    | 2015-03-01 |      153 |    -2575 |
| TO    | 2015-04-01 |      515 |     -424 |
| TO    | 2015-05-01 |      111 |    -1366 |
| TO    | 2015-06-01 |      480 |    -1005 |
| TO    | 2015-07-01 |      674 |     -792 |
| TO    | 2015-08-01 |      284 |    -2203 |
| TO    | 2015-09-01 |     2236 |    -2942 |
| TO    | 2015-10-01 |     5897 |    -3519 |
| TO    | 2015-11-01 |     1720 |    -1168 |
| TO    | 2015-12-01 |     1838 |    -4089 |
| TO    | 2016-01-01 |     3653 |     -411 |
| TO    | 2016-02-01 |      117 |    -2139 |
| TO    | 2016-03-01 |     1744 |     -824 |
| TO    | 2016-04-01 |      971 |     -945 |
| TO    | 2016-05-01 |      131 |    -1605 |
| TO    | 2016-06-01 |     1018 |    -1796 |
| TO    | 2016-07-01 |     1251 |     -863 |
| TO    | 2016-08-01 |      125 |    -4836 |
| TO    | 2016-09-01 |     3684 |    -1313 |
| TO    | 2016-10-01 |      419 |    -4479 |
| TO    | 2016-11-01 |      568 |    -4084 |
| TO    | 2016-12-01 |     2077 |    -5549 |
| TO    | 2017-01-01 |     2317 |     -792 |
| TO    | 2017-02-01 |      764 |  -128975 |
+-------+------------+----------+----------+
1998 tuples (2m 8s)
